,name,price,first name,last name,above_100
900,Robert Moore,25.25347246,Robert,Moore,false
901,Kelly Rogers,203.4085501,Kelly,Rogers,true
902,Kelly Rodriguez,161.6919893,Kelly,Rodriguez,true
903,Michael Fisher,3.421642628,Michael,Fisher,false
904,Lorraine Shaw,276.2723928,Lorraine,Shaw,true
905,Steven White,37.2849008,Steven,White,false
906,Joy Long,216.5459182,Joy,Long,true
907,Brandon Riggs,8.330686218,Brandon,Riggs,false
908,Raymond Henderson,212.4604653,Raymond,Henderson,true
909,Kenneth Wright,84.45131708,Kenneth,Wright,false
910,Katelyn Sloan,84.36432198,Katelyn,Sloan,false
911,Jonathan Robinson,142.1045999,Jonathan,Robinson,true
912,Gina Morales,154.7266329,Gina,Morales,true
913,Rachel Martinez,100.9771245,Rachel,Martinez,true
914,Nicole Mcgee,211.9572214,Nicole,Mcgee,true
915,Danielle Hunter,166.4771534,Danielle,Hunter,true
916,Dillon Baker,229.8802541,Dillon,Baker,true
917,Steven Lane,251.3015313,Steven,Lane,true
918,Sandra Cook,129.4083688,Sandra,Cook,true
919,Heather Cardenas,68.71986146,Heather,Cardenas,false
920,Kyle Robinson,40.789742,Kyle,Robinson,false
921,James Rodriguez,278.5839619,James,Rodriguez,true
922,John Robertson,249.6891636,John,Robertson,true
923,Melissa Smith,9.02944651,Melissa,Smith,false
924,Sarah Oneal,89.01612989,Sarah,Oneal,false
925,Austin Mcdowell,98.91948453,Austin,Mcdowell,false
926,Marie Taylor,126.4095272,Marie,Taylor,true
927,Teresa Garrett,201.3569513,Teresa,Garrett,true
928,Kelly Perez,249.9633227,Kelly,Perez,true
929,Mary Odom,94.71141448,Mary,Odom,false
930,Stacy Hansen,38.16867181,Stacy,Hansen,false
931,Sara Lopez,204.6519742,Sara,Lopez,true
932,Arthur Gibson II,63.21726831,Arthur,Gibson II,false
933,Jennifer Ortiz,105.0355143,Jennifer,Ortiz,true
934,Amanda Davis,200.2859627,Amanda,Davis,true
935,Tina Fitzpatrick,129.1938775,Tina,Fitzpatrick,true
936,Andrea Page,138.8235219,Andrea,Page,true
937,Wayne Reeves,172.4005071,Wayne,Reeves,true
938,James Sullivan,46.20312463,James,Sullivan,false
939,John Hernandez,193.7106627,John,Hernandez,true
940,Tiffany Barnett,271.7312051,Tiffany,Barnett,true
941,Jessica Watts,58.75572391,Jessica,Watts,false
942,Miss Katherine Brennan MD,50.00288911,Miss,Katherine Brennan MD,false
943,Nathan Nielsen,23.30866391,Nathan,Nielsen,false
944,Patricia Davis,171.7762592,Patricia,Davis,true
945,Ricardo Davies,170.0373779,Ricardo,Davies,true
946,Matthew Lawson,199.9675868,Matthew,Lawson,true
947,Christopher Miller,179.2409523,Christopher,Miller,true
948,Charles Mendoza DVM,157.2561504,Charles,Mendoza DVM,true
949,Jack Lin,110.6184773,Jack,Lin,true
950,Michelle Jacobs,147.4623228,Michelle,Jacobs,true
951,Amber Hopkins,289.4506193,Amber,Hopkins,true
952,Christine Lara,218.3912477,Christine,Lara,true
953,Nancy Garcia,141.3853432,Nancy,Garcia,true
954,Lindsey Owens,264.6461921,Lindsey,Owens,true
955,Lisa Brewer,43.02463642,Lisa,Brewer,false
956,Alex Rhodes,264.2776739,Alex,Rhodes,true
957,Daniel Bennett,157.037661,Daniel,Bennett,true
958,Susan Robinson,268.3048564,Susan,Robinson,true
959,Christopher Olson,260.0251938,Christopher,Olson,true
960,Jon Roach,129.6905747,Jon,Roach,true
961,Michael Robinson,38.28658602,Michael,Robinson,false
962,Rodney Arellano,206.033049,Rodney,Arellano,true
963,Alicia Wong,250.4448737,Alicia,Wong,true
964,Jesse Singh,147.5234691,Jesse,Singh,true
965,Nicole Smith,64.95829168,Nicole,Smith,false
966,Dwayne Snyder,35.8393188,Dwayne,Snyder,false
967,Marcus Rice,96.59177813,Marcus,Rice,false
968,Ashley Dixon,87.74147719,Ashley,Dixon,false
969,Erica Nelson,91.27947021,Erica,Nelson,false
970,Anna Valdez,202.480179,Anna,Valdez,true
971,Marco Pierce,228.7819172,Marco,Pierce,true
972,Nicole Henry,111.771676,Nicole,Henry,true
973,Melissa David,125.7463322,Melissa,David,true
974,Patricia Moreno,153.2979046,Patricia,Moreno,true
975,Kevin Woodard,47.11087611,Kevin,Woodard,false
976,Adam Bailey,130.2098795,Adam,Bailey,true
977,Carrie Henson,95.32864041,Carrie,Henson,false
978,Richard Martin,31.98809588,Richard,Martin,false
979,Whitney Reed,63.47690471,Whitney,Reed,false
980,Michael Snyder,259.2479069,Michael,Snyder,true
981,Dana Molina,280.0939625,Dana,Molina,true
982,Justin Decker,9.919029461,Justin,Decker,false
983,Cristina Gray,74.33697802,Cristina,Gray,false
984,Mark Nguyen,95.40654703,Mark,Nguyen,false
985,Michael Johnson,283.6151045,Michael,Johnson,true
986,Nicholas Clark,229.5348391,Nicholas,Clark,true
987,Todd Wheeler,239.3270019,Todd,Wheeler,true
988,Linda Woods,31.94347823,Linda,Woods,false
989,Alan Peterson,113.2646465,Alan,Peterson,true
990,Christina Pennington,225.692998,Christina,Pennington,true
991,Jennifer Baldwin,2.031104135,Jennifer,Baldwin,false
992,Jake Oliver,277.3697463,Jake,Oliver,true
993,Ms. Krystal Reilly,76.1506024,Ms.,Krystal Reilly,false
994,Jacob Grant,94.85835916,Jacob,Grant,false
995,Malik Wright,204.1682559,Malik,Wright,true
996,Gabrielle Johnson,24.81047258,Gabrielle,Johnson,false
997,Anne Howard,11.21869422,Anne,Howard,false
998,Trevor Gutierrez,177.2231931,Trevor,Gutierrez,true
999,Caleb Morales,120.9912746,Caleb,Morales,true
1000,Jennifer Hernandez,256.7797683,Jennifer,Hernandez,true
1001,Mark Montes,247.9216008,Mark,Montes,true
1002,Matthew Peck,217.3291894,Matthew,Peck,true
1003,James Dominguez,69.51063989,James,Dominguez,false
1004,Jonathan Mclaughlin,201.9243212,Jonathan,Mclaughlin,true
1005,Melissa Vega DVM,56.22834208,Melissa,Vega DVM,false
1006,Renee Ellis,17.3682627,Renee,Ellis,false
1007,Mark Schmidt,90.18202643,Mark,Schmidt,false
1008,Anthony Baker,227.8084055,Anthony,Baker,true
1009,Amanda Perkins,110.2957815,Amanda,Perkins,true
1010,Lisa Garcia,198.8718148,Lisa,Garcia,true
1011,Jennifer Sullivan,183.4574709,Jennifer,Sullivan,true
1012,Jeremy Wright,106.8642447,Jeremy,Wright,true
1013,Tracy Frazier,221.6818866,Tracy,Frazier,true
1014,Kathryn Cardenas,258.4750606,Kathryn,Cardenas,true
1015,Robert Wheeler,1.700381981,Robert,Wheeler,false
1016,John Gonzalez,234.4591462,John,Gonzalez,true
1017,Thomas Gordon,257.3822364,Thomas,Gordon,true
1018,Jacob Mcintyre,278.0845555,Jacob,Mcintyre,true
1019,Charles Melendez,114.1374846,Charles,Melendez,true
1020,Angel Johnson,201.3127312,Angel,Johnson,true
1021,Derek Stevens,139.1529653,Derek,Stevens,true
1022,Cindy Odonnell,160.0653283,Cindy,Odonnell,true
1023,Mary Holmes,186.3710791,Mary,Holmes,true
1024,Amanda Monroe,136.3771883,Amanda,Monroe,true
1025,Sara Sanchez,195.6457444,Sara,Sanchez,true
1026,Dennis Williams,171.7005786,Dennis,Williams,true
1027,Emily Mitchell,245.1188545,Emily,Mitchell,true
1028,Lauren Rodriguez,17.23575522,Lauren,Rodriguez,false
1029,Jeffrey Santiago,248.6511491,Jeffrey,Santiago,true
1030,Tony Norton,112.864939,Tony,Norton,true
1031,Jacqueline Choi,288.6336862,Jacqueline,Choi,true
1032,Andrew Mclaughlin,125.0753337,Andrew,Mclaughlin,true
1033,Larry Livingston,72.61768508,Larry,Livingston,false
1034,Caitlin Ryan,80.29029468,Caitlin,Ryan,false
1035,Mr. Bryan Porter,63.31039892,Mr.,Bryan Porter,false
1036,Crystal Harris,77.70547448,Crystal,Harris,false
1037,Joseph Marshall,110.6594139,Joseph,Marshall,true
1038,Brendan Smith,141.4045867,Brendan,Smith,true
1039,Amy Wilson,42.65139722,Amy,Wilson,false
1040,David Clark,136.872087,David,Clark,true
1041,Terri Pace,63.46936241,Terri,Pace,false
1042,Erika Joseph,82.40041758,Erika,Joseph,false
1043,Jessica Brown,257.2743321,Jessica,Brown,true
1044,Chase Young,88.5400009,Chase,Young,false
1045,Mitchell Cook,291.7468644,Mitchell,Cook,true
1046,Paul Allen,222.1874266,Paul,Allen,true
1047,Adam Morales,149.3887865,Adam,Morales,true
1048,Jeffrey Hernandez,206.8754986,Jeffrey,Hernandez,true
1049,Melinda Hamilton,250.6964665,Melinda,Hamilton,true
1050,Michael Miller,292.6990533,Michael,Miller,true
1051,Randall Scott,287.9552955,Randall,Scott,true
1052,Pamela Allison,180.831631,Pamela,Allison,true
1053,Cynthia Harrington,114.7089769,Cynthia,Harrington,true
1054,Heidi Brown,280.4100163,Heidi,Brown,true
1055,Kathryn Graham,294.7475785,Kathryn,Graham,true
1056,Samantha Strickland,58.9597613,Samantha,Strickland,false
1057,Kimberly Gilbert,42.94513178,Kimberly,Gilbert,false
1058,Laura King,203.5720488,Laura,King,true
1059,Janet Perez,183.7464281,Janet,Perez,true
1060,George Hunt,67.29373426,George,Hunt,false
1061,Randy Taylor,281.5782073,Randy,Taylor,true
1062,Theresa Newman,147.3312091,Theresa,Newman,true
1063,Mark Hensley,221.2826742,Mark,Hensley,true
1064,Elizabeth Woodard,9.215002796,Elizabeth,Woodard,false
1065,Amanda Snow,59.85221516,Amanda,Snow,false
1066,Colton Porter,70.77229473,Colton,Porter,false
1067,Barbara Aguilar,151.2722054,Barbara,Aguilar,true
1068,Michael Brady,280.4915031,Michael,Brady,true
1069,Paul Romero,275.2903899,Paul,Romero,true
1070,Donna Little,232.4269005,Donna,Little,true
1071,Kathleen Ramirez,169.133593,Kathleen,Ramirez,true
1072,Caitlin Espinoza,70.53534625,Caitlin,Espinoza,false
1073,Michael Mccarthy Jr.,128.3417722,Michael,Mccarthy Jr.,true
1074,Janet Choi MD,283.9560213,Janet,Choi MD,true
1075,Michael Moore,5.190391677,Michael,Moore,false
1076,Brian Little,119.2532866,Brian,Little,true
1077,Mr. Robert Davis MD,5.109436915,Mr.,Robert Davis MD,false
1078,Miranda Phillips,112.1004998,Miranda,Phillips,true
1079,Jonathan Garrison,11.8484245,Jonathan,Garrison,false
1080,Anthony Guerrero,112.1278659,Anthony,Guerrero,true
1081,Kenneth Bryant,25.11955555,Kenneth,Bryant,false
1082,Amy Brown,211.7607566,Amy,Brown,true
1083,Robert Morris,132.8386977,Robert,Morris,true
1084,Carrie Lyons,68.2899001,Carrie,Lyons,false
1085,Laura Graves,129.9263429,Laura,Graves,true
1086,Jaime Lucas,281.9150429,Jaime,Lucas,true
1087,Jordan Pearson,133.0667785,Jordan,Pearson,true
1088,Nicholas Martinez,92.89085466,Nicholas,Martinez,false
1089,Mary Padilla,80.10421826,Mary,Padilla,false
1090,Scott Chapman,35.50265642,Scott,Chapman,false
1091,Pamela Bridges,144.6295474,Pamela,Bridges,true
1092,Wanda Collins,268.2015723,Wanda,Collins,true
1093,Mark Bender,284.7878652,Mark,Bender,true
1094,Amanda Norris,238.5092156,Amanda,Norris,true
1095,Abigail Brown,214.7430832,Abigail,Brown,true
1096,Brian Pham,181.4925279,Brian,Pham,true
1097,Jamie Young,103.566035,Jamie,Young,true
1098,Brian Peterson,38.04520837,Brian,Peterson,false
1099,Lisa Warren,161.4920905,Lisa,Warren,true
1100,Lacey Rosales,7.213924384,Lacey,Rosales,false
1101,Timothy Nguyen,125.5987741,Timothy,Nguyen,true
1102,Daniel Harper,183.3412059,Daniel,Harper,true
1103,Barbara Smith,175.7266223,Barbara,Smith,true
1104,Holly Brown,262.0761771,Holly,Brown,true
1105,Wesley Cunningham,203.7064879,Wesley,Cunningham,true
1106,Rachel Mason,61.41199682,Rachel,Mason,false
1107,Alicia Case,83.21400551,Alicia,Case,false
1108,Thomas Wright,121.0262287,Thomas,Wright,true
1109,Antonio Dominguez,153.6843015,Antonio,Dominguez,true
1110,Kelsey Collins,82.84050842,Kelsey,Collins,false
1111,Michael Hodges,160.7558101,Michael,Hodges,true
1112,Elizabeth Gutierrez,296.8770977,Elizabeth,Gutierrez,true
1113,Scott Brown,179.0765284,Scott,Brown,true
1114,Melvin Wiley,197.5206227,Melvin,Wiley,true
1115,Stephanie Haas,103.9471064,Stephanie,Haas,true
1116,Lisa Medina,98.31428815,Lisa,Medina,false
1117,Susan Lane,157.5607819,Susan,Lane,true
1118,William Tran,211.4631118,William,Tran,true
1119,Tony Morris,262.4684145,Tony,Morris,true
1120,Randy Carlson,2.022629676,Randy,Carlson,false
1121,Savannah Holland,18.73685121,Savannah,Holland,false
1122,Crystal Vega,195.4269138,Crystal,Vega,true
1123,Erika Espinoza,146.8767254,Erika,Espinoza,true
1124,Deborah Jones,33.06002021,Deborah,Jones,false
1125,Kirsten Williams,45.11195371,Kirsten,Williams,false
1126,Charles Patel,83.30399432,Charles,Patel,false
1127,Mitchell Pierce,15.77614742,Mitchell,Pierce,false
1128,Misty Ramirez,258.9911258,Misty,Ramirez,true
1129,Angela West,172.2623241,Angela,West,true
1130,Mark Bowman,1.222785626,Mark,Bowman,false
1131,Christina Orr,54.85043104,Christina,Orr,false
1132,Brian Bridges,161.8777561,Brian,Bridges,true
1133,Mike Hale,251.5286632,Mike,Hale,true
1134,Amanda Allen,298.0263097,Amanda,Allen,true
1135,Robert Hernandez,65.88481939,Robert,Hernandez,false
1136,Brandon Bernard,298.8441098,Brandon,Bernard,true
1137,Dan Young,145.2878658,Dan,Young,true
1138,Jonathan Nguyen,216.1059458,Jonathan,Nguyen,true
1139,Mary Sandoval,265.508941,Mary,Sandoval,true
1140,Bryan Clark,212.5499029,Bryan,Clark,true
1141,Tina Weaver,179.3223831,Tina,Weaver,true
1142,Joseph Huynh,12.12787062,Joseph,Huynh,false
1143,Kelly Meyer,38.73669424,Kelly,Meyer,false
1144,Mary Clark,286.9976999,Mary,Clark,true
1145,Sherry Lyons,170.6008497,Sherry,Lyons,true
1146,Jonathan Adams,289.7895229,Jonathan,Adams,true
1147,Jeremy Henderson,6.508134318,Jeremy,Henderson,false
1148,Edward King,24.06968535,Edward,King,false
1149,Jennifer Butler,162.2446536,Jennifer,Butler,true
1150,Michael Taylor,206.1722608,Michael,Taylor,true
1151,James House,131.6344164,James,House,true
1152,Pamela Kelley,27.22925751,Pamela,Kelley,false
1153,Kevin Peters,205.6874435,Kevin,Peters,true
1154,Carolyn Sanchez,113.8708478,Carolyn,Sanchez,true
1155,Jacqueline Johnson,185.9381153,Jacqueline,Johnson,true
1156,Aaron Gardner,190.9208537,Aaron,Gardner,true
1157,Randall Kemp,145.9191083,Randall,Kemp,true
1158,Kristen Flores,101.0430239,Kristen,Flores,true
1159,Robert Wilson,120.2049171,Robert,Wilson,true
1160,John Taylor,133.5252112,John,Taylor,true
1161,Misty Mckinney,200.3672862,Misty,Mckinney,true
1162,Craig Smith,34.83743898,Craig,Smith,false
1163,Brianna Long,83.56975561,Brianna,Long,false
1164,Ms. Hailey Fisher,189.0879891,Ms.,Hailey Fisher,true
1165,Elizabeth Cantrell,57.65410519,Elizabeth,Cantrell,false
1166,Jennifer Ortiz,190.9098505,Jennifer,Ortiz,true
1167,Benjamin Conway,209.0547279,Benjamin,Conway,true
1168,Dr. Charles Rose,186.9338147,Dr.,Charles Rose,true
1169,Noah Mccarty,284.5797617,Noah,Mccarty,true
1170,James Casey,291.8168626,James,Casey,true
1171,Hector Stanton,208.8244196,Hector,Stanton,true
1172,Dustin Watkins,145.7490845,Dustin,Watkins,true
1173,Chloe Pham,89.83293965,Chloe,Pham,false
1174,Jordan White,94.44268301,Jordan,White,false
1175,Melissa Reese,50.17771223,Melissa,Reese,false
1176,Mr. Gary Taylor,91.21897341,Mr.,Gary Taylor,false
1177,Michele West,8.534199297,Michele,West,false
1178,Jennifer Baker,37.99363448,Jennifer,Baker,false
1179,Andre Brown,183.2054624,Andre,Brown,true
1180,Joseph Murphy,50.09158495,Joseph,Murphy,false
1181,Andrew Stewart,56.67172554,Andrew,Stewart,false
1182,Brenda Jones,107.3488526,Brenda,Jones,true
1183,Cole Harris,185.0349065,Cole,Harris,true
1184,Kimberly Levy,262.9549238,Kimberly,Levy,true
1185,Jerry Shannon,209.4428949,Jerry,Shannon,true
1186,Blake Brown,207.5978717,Blake,Brown,true
1187,Brianna Ford,219.9278374,Brianna,Ford,true
1188,Bryan Santiago,195.6040529,Bryan,Santiago,true
1189,Michelle Walker,139.5794685,Michelle,Walker,true
1190,David Lewis,185.4726548,David,Lewis,true
1191,Molly Henry,42.40494173,Molly,Henry,false
1192,Michaela Sanchez,151.7861439,Michaela,Sanchez,true
1193,Samantha Ramirez,269.3879781,Samantha,Ramirez,true
1194,Matthew Kramer DDS,32.67900048,Matthew,Kramer DDS,false
1195,Stephanie Marquez,12.14656879,Stephanie,Marquez,false
1196,Maria Short,6.141360759,Maria,Short,false
1197,Sandra Hawkins,267.8412836,Sandra,Hawkins,true
1198,James Copeland,15.22065754,James,Copeland,false
1199,Roberto Chapman,107.9337756,Roberto,Chapman,true
1200,Douglas Murphy,126.2682507,Douglas,Murphy,true
1201,Lori Chavez DDS,178.6975286,Lori,Chavez DDS,true
1202,Cynthia Weaver,140.0161562,Cynthia,Weaver,true
1203,Christopher Charles,133.07715,Christopher,Charles,true
1204,Joshua Thompson,184.7628082,Joshua,Thompson,true
1205,Michael Bowers,280.4635333,Michael,Bowers,true
1206,Kimberly Torres,260.5560398,Kimberly,Torres,true
1207,Scott Webb,18.12656066,Scott,Webb,false
1208,Karen Luna,155.3202047,Karen,Luna,true
1209,Shane Bradley,267.4266226,Shane,Bradley,true
1210,Shelly Long,195.7516104,Shelly,Long,true
1211,Russell Medina,216.8342194,Russell,Medina,true
1212,Anne Baker,107.1643123,Anne,Baker,true
1213,Christopher Jones,221.7502609,Christopher,Jones,true
1214,Kelly Espinoza,252.8804037,Kelly,Espinoza,true
1215,Rachel Martinez,233.7644357,Rachel,Martinez,true
1216,Elizabeth Bailey,256.095687,Elizabeth,Bailey,true
1217,Lori Reese,192.3558831,Lori,Reese,true
1218,James Cruz,82.80534614,James,Cruz,false
1219,Kelly Levy,229.3728309,Kelly,Levy,true
1220,Austin Roth,110.7953378,Austin,Roth,true
1221,Timothy Edwards,81.6727851,Timothy,Edwards,false
1222,Michael Knight,277.5810249,Michael,Knight,true
1223,Nicolas Ray,273.9739682,Nicolas,Ray,true
1224,Tracy Butler,103.6948818,Tracy,Butler,true
1225,Brian Novak,133.57882,Brian,Novak,true
1226,Thomas Burton,177.8040248,Thomas,Burton,true
1227,Mario Humphrey,297.0996264,Mario,Humphrey,true
1228,Kelly Mcdonald,93.87930236,Kelly,Mcdonald,false
1229,Melinda Smith,30.95738552,Melinda,Smith,false
1230,Emily Sanchez,128.015082,Emily,Sanchez,true
1231,Dana Vega,217.6112757,Dana,Vega,true
1232,Jessica Cortez,207.0110084,Jessica,Cortez,true
1233,Kelly Olson,90.15307177,Kelly,Olson,false
1234,Timothy Gallegos Jr.,34.24451135,Timothy,Gallegos Jr.,false
1235,Jonathan Cummings,283.0731791,Jonathan,Cummings,true
1236,Steven Johnson,143.4947803,Steven,Johnson,true
1237,Christopher Sullivan,246.8469546,Christopher,Sullivan,true
1238,Kimberly Garcia,237.286909,Kimberly,Garcia,true
1239,Michael Nguyen,61.21337178,Michael,Nguyen,false
1240,Kevin Foster,144.6443317,Kevin,Foster,true
1241,Jennifer Preston,10.5968548,Jennifer,Preston,false
1242,Mary Chapman,22.75658157,Mary,Chapman,false
1243,Marc Collins,277.8276122,Marc,Collins,true
1244,Amber Sims,35.10336774,Amber,Sims,false
1245,Shawn Kennedy,234.3444413,Shawn,Kennedy,true
1246,Christine Farmer,149.5214161,Christine,Farmer,true
1247,Pam Martinez,31.56743239,Pam,Martinez,false
1248,Lisa Thompson,286.893067,Lisa,Thompson,true
1249,John Bennett,87.68981426,John,Bennett,false
1250,Ronald Dixon,188.6288002,Ronald,Dixon,true
1251,Paul Peterson,294.4931849,Paul,Peterson,true
1252,Carrie Jones,.752018957,Carrie,Jones,false
1253,Tiffany Carrillo,141.1619398,Tiffany,Carrillo,true
1254,Katie Hanna,44.05564643,Katie,Hanna,false
1255,Seth Villanueva,58.94782805,Seth,Villanueva,false
1256,Donna Lewis,136.0621187,Donna,Lewis,true
1257,Tina Hunter,191.8180665,Tina,Hunter,true
1258,Sheri Beck,177.5338015,Sheri,Beck,true
1259,Kristen Hall,118.2532241,Kristen,Hall,true
1260,Douglas Morgan,104.6578216,Douglas,Morgan,true
1261,Zachary Miller,219.6221064,Zachary,Miller,true
1262,Teresa Collins,125.3142956,Teresa,Collins,true
1263,Devon Roberts,257.064997,Devon,Roberts,true
1264,Amy Gray,87.68906218,Amy,Gray,false
1265,Tracy Wagner,80.41036549,Tracy,Wagner,false
1266,Eric West,220.8165738,Eric,West,true
1267,Denise Harper,239.3630261,Denise,Harper,true
1268,Brianna Richards,145.7938648,Brianna,Richards,true
1269,Shirley Garcia,105.5258162,Shirley,Garcia,true
1270,James Byrd,233.9193305,James,Byrd,true
1271,Krista Mata,41.27185978,Krista,Mata,false
1272,Vernon Gomez,198.3759641,Vernon,Gomez,true
1273,John Gilbert,29.86956496,John,Gilbert,false
1274,Alicia Medina,157.7823176,Alicia,Medina,true
1275,Vanessa Campbell,48.40733246,Vanessa,Campbell,false
1276,Pamela Berg,200.2579865,Pamela,Berg,true
1277,Michael Reilly,40.37878652,Michael,Reilly,false
1278,Thomas Austin,206.5552678,Thomas,Austin,true
1279,Alejandra Martinez,299.595508,Alejandra,Martinez,true
1280,Lindsey Powers,144.7441559,Lindsey,Powers,true
1281,Jacqueline Sawyer,279.9313523,Jacqueline,Sawyer,true
1282,Nancy Wilkins,94.51742417,Nancy,Wilkins,false
1283,Shane White,219.8801439,Shane,White,true
1284,Daniel Rivas,130.1252196,Daniel,Rivas,true
1285,Andrew Medina,223.1724054,Andrew,Medina,true
1286,Donald Carson,176.6268408,Donald,Carson,true
1287,Jason Hamilton,223.8073421,Jason,Hamilton,true
1288,Mark Perez,32.23346517,Mark,Perez,false
1289,Christina Mann,49.62966498,Christina,Mann,false
1290,Matthew Miller,215.4342234,Matthew,Miller,true
1291,Nicholas Mccarthy,53.4257119,Nicholas,Mccarthy,false
1292,John Barnett,105.2054949,John,Barnett,true
1293,Paige Hudson,46.07679429,Paige,Hudson,false
1294,Dr. Edward Marshall MD,248.2859166,Dr.,Edward Marshall MD,true
1295,Gina Higgins,41.63209155,Gina,Higgins,false
1296,Linda Ellis,239.1806734,Linda,Ellis,true
1297,Daniel Wade,8.806478022,Daniel,Wade,false
1298,Jessica Weiss,2.388986621,Jessica,Weiss,false
1299,Erik Aguilar,148.0744135,Erik,Aguilar,true
1300,Mr. Gregg Baker,161.510241,Mr.,Gregg Baker,true
1301,Bradley Compton,109.1835791,Bradley,Compton,true
1302,Timothy Sanders,99.61045296,Timothy,Sanders,false
1303,Steve Mccall,256.1030698,Steve,Mccall,true
1304,Thomas Hull,47.49049225,Thomas,Hull,false
1305,Carla Cunningham,25.42770724,Carla,Cunningham,false
1306,Rachel Sullivan,36.8070627,Rachel,Sullivan,false
1307,Latoya Little,57.42486685,Latoya,Little,false
1308,Sarah Harvey,158.7092651,Sarah,Harvey,true
1309,Kayla Wright,83.15242904,Kayla,Wright,false
1310,Andrew Tanner,220.528662,Andrew,Tanner,true
1311,Aaron Hansen,258.8640526,Aaron,Hansen,true
1312,Hunter Atkinson,209.4582127,Hunter,Atkinson,true
1313,Richard Williams,186.8067228,Richard,Williams,true
1314,Frank Martinez,200.2154219,Frank,Martinez,true
1315,Timothy Burns,41.18516716,Timothy,Burns,false
1316,Melissa Ortiz,279.0138003,Melissa,Ortiz,true
1317,Henry White DDS,199.247785,Henry,White DDS,true
1318,Amanda Mccoy,114.3557682,Amanda,Mccoy,true
1319,Pamela Cox,262.0437378,Pamela,Cox,true
1320,Linda Ray,250.7989091,Linda,Ray,true
1321,Brooke Hernandez,52.93529633,Brooke,Hernandez,false
1322,Lisa Livingston,142.7259156,Lisa,Livingston,true
1323,Eugene Mason,222.9114605,Eugene,Mason,true
1324,Stephen Reid,34.1693553,Stephen,Reid,false
1325,Kevin Landry,193.6091568,Kevin,Landry,true
1326,Jamie Porter,258.2181927,Jamie,Porter,true
1327,Daniel Cunningham,179.3703441,Daniel,Cunningham,true
1328,Victor Marsh,219.9757791,Victor,Marsh,true
1329,Mr. Ryan Rodriguez,71.20559309,Mr.,Ryan Rodriguez,false
1330,Brittany Bradley,246.9395419,Brittany,Bradley,true
1331,Amy Wallace,98.62126666,Amy,Wallace,false
1332,Alex Smith,196.5458057,Alex,Smith,true
1333,Timothy King,28.0414159,Timothy,King,false
1334,Charles Jennings,79.81066083,Charles,Jennings,false
1335,Jessica Vargas,21.42151951,Jessica,Vargas,false
1336,Jacqueline Briggs,18.13293516,Jacqueline,Briggs,false
1337,Laurie Gonzales,195.1759565,Laurie,Gonzales,true
1338,Olivia Clark,107.634949,Olivia,Clark,true
1339,Donald Molina,12.89769275,Donald,Molina,false
1340,Ricky Allen,257.9762038,Ricky,Allen,true
1341,Catherine Rodriguez,185.2494938,Catherine,Rodriguez,true
1342,Mr. Daniel Torres,59.36058847,Mr.,Daniel Torres,false
1343,David Shepherd,146.5042,David,Shepherd,true
1344,Jonathan Hansen,65.38248265,Jonathan,Hansen,false
1345,Benjamin Griffin,262.1081442,Benjamin,Griffin,true
1346,Tracey Hess,102.8565045,Tracey,Hess,true
1347,Victoria Walker,283.1492381,Victoria,Walker,true
1348,Cathy Carney,266.4430678,Cathy,Carney,true
1349,John Gibbs,218.5275094,John,Gibbs,true
1350,Angela Torres,198.8912726,Angela,Torres,true
1351,Harold Glover,164.159322,Harold,Glover,true
1352,Dawn Myers,126.863237,Dawn,Myers,true
1353,Ashley Spencer,199.2922136,Ashley,Spencer,true
1354,Mary Walters,134.0861345,Mary,Walters,true
1355,Christina Davenport,140.0786431,Christina,Davenport,true
1356,Brian Johnson,106.2343157,Brian,Johnson,true
1357,Crystal Contreras,209.8939181,Crystal,Contreras,true
1358,Tanya Turner,232.3607759,Tanya,Turner,true
1359,Katelyn Durham,34.86538887,Katelyn,Durham,false
1360,Nathaniel Wilson,233.2345956,Nathaniel,Wilson,true
1361,Joseph Long,76.06925903,Joseph,Long,false
1362,Mallory Hall,293.5445425,Mallory,Hall,true
1363,Bianca Chavez,244.5409595,Bianca,Chavez,true
1364,Victoria Strickland,226.78696,Victoria,Strickland,true
1365,Scott Jackson,44.25908098,Scott,Jackson,false
1366,Patrick Smith,186.583267,Patrick,Smith,true
1367,Samuel West,239.8842255,Samuel,West,true
1368,Dr. Brian Baker,225.969486,Dr.,Brian Baker,true
1369,Haley Baldwin,168.1890685,Haley,Baldwin,true
1370,Joanna Fernandez,40.50912655,Joanna,Fernandez,false
1371,Jeffrey Berg,36.85605931,Jeffrey,Berg,false
1372,Alexander Wilson,255.1450177,Alexander,Wilson,true
1373,David Fuller,263.545785,David,Fuller,true
1374,Laura Kramer,178.2939999,Laura,Kramer,true
1375,Melinda Lambert,113.6953609,Melinda,Lambert,true
1376,April Cole,157.7590664,April,Cole,true
1377,Jill Thornton,167.4681547,Jill,Thornton,true
1378,Holly Riley,204.6273975,Holly,Riley,true
1379,Beth Kim,11.01260527,Beth,Kim,false
1380,Kelly Thomas,251.9575295,Kelly,Thomas,true
1381,Teresa James,119.0598333,Teresa,James,true
1382,Jasmine Johnson,168.5359222,Jasmine,Johnson,true
1383,Brian Wood,249.0831484,Brian,Wood,true
1384,Deborah Estes,181.1243035,Deborah,Estes,true
1385,Jeremy Knight,267.9077519,Jeremy,Knight,true
